tweets,Subjectivity,Polarity,Analysis
" _Sakurai  NAN has never appeared on a Nintendo console, therefore it can't be in smash",0.0,0.0,0
 I love how they just killed themselves with this one.,0.3,0.15,1
  Lmao,1.0,0.6,1
" i eated meat today
hmmm yum yum the cow was delicious
delicious meat",0.7222222222222223,0.6222222222222222,1
"  Man i can barely play smash when im hungry, having food on screen isn't gonna help",0.1,0.05,1
"  I smell a DMCA takedown notice, as well as a firm up yours, PETA.

Maybe you should stop killing people's pets, and start shoving off.",0.4,-0.2,-1
 _Sakurai  never not after what you tried to do to blathers.,0.0,0.0,0
"  Chicken nuggets, yummy https//t.co/jwUtOvONxp",0.95,-0.6,-1
  😋😋😋 https//t.co/g3y9pZ5Nv2,0.0,0.0,0
 https//t.co/FdP4UO7JLh,0.0,0.0,0
" _Sakurai  PETA I just wanted to know that I try to cut down on my meat consumption and limit anything that has animal abuse for my health and the sake of the environment, but you are making it so hard to do",0.41527777777777775,-0.22361111111111115,-1
  Man this Sandwich is looking way better after seeing this post https//t.co/g84DrtAamN,0.5,0.5,1
  Granted Mario doesn’t do neutral b and Ken doesn’t do up-b or the true input for up b KEK,0.65,0.35,1
   your point is?,0.0,0.0,0
  aint this u mf https//t.co/BNQ99Gl5Q1,0.0,0.0,0
"  Sorry guys, the final character is probably almost done already. They can't change it now",1.0,-0.25,-1
 Delicious https//t.co/Jt1lNNBtih,1.0,1.0,1
 _Sakurai  No PETA! Go take your normal pills!,0.6499999999999999,0.1875,1
… https//t.co/gr0aVg5DBU,0.0,0.0,0
" _Sakurai  1. That's not how it works, the character has already been choosen WAY before this tweet was made

2. Not a nugget does not seem to originate from a video game, disqualifying them from even having a chance

3. Why would Nintendo work with a company who made those games about them",0.4,-0.4,-1
"  1. That's not how it works, the character has already been choosen WAY before this tweet was made

2. Not a nugget does not seem to originate from a video game, disqualifying them from even having a chance

3. Why would Nintendo work with a company who made those games about them",0.4,-0.4,-1
 _Sakurai  i will once you stop euthanizing dogs. https//t.co/hHGERbZnFX,0.0,0.0,0
 PETA did this?,0.0,0.0,0
  what ?,0.0,0.0,0
  https//t.co/ctk5lETcWo,0.0,0.0,0
  Talk to em peta 🗣,0.0,0.0,0
  wouldn't a chicken being beaten to death be abuse?...oh wait PETA kills animals all the time 🤔🤔🤔,0.95,-0.6,-1
 https//t.co/yO9J33U8zo,0.0,0.0,0
"  They should add him. The more animals we can beat up in Smash, the better",0.5,0.5,1
 _Sakurai  Ratio,0.0,0.0,0
  I love meat,0.6,0.5,1
" Hey, can we do something about the owl ad that's been going around recently? Nothing against the message, animal cruelty is awful and needs to be stopped, but I have autism and it makes me really sensitive to loud noises (in this case, the shrieks of the owls).",0.7375,-0.2,-1
  https//t.co/1x2blXZuCZ,0.0,0.0,0
  https//t.co/lW1uVnEyKd,0.0,0.0,0
 I love eating beef! 🥰,0.6,0.625,1
  Ratiod by burger https//t.co/Zjy2bYApQc,0.0,0.0,0
"  Is his down B a counter? Because if not, this leak is fake af",0.6444444444444445,-0.3277777777777778,-1
 _Sakurai  YEAHHHH MEATTT!!!! https//t.co/OFnz3FnxBH,0.0,0.0,0
"  You want a mascot thats entire purpose is to tell people not to hurt chickens in a fighting game where said mascot will get beaten shitless when used? 

Yeahhhh Peta I don’t think you thought this through.",0.5125,-0.2,-1
  https//t.co/AQXW9ZZuJa,0.0,0.0,0
 going on a cleanse! Wanna see what I had for dinner?,0.0,0.0,0
 _Sakurai  no,0.0,0.0,0
  🥩🥩🥩🍖🍖🍖🍗🍗🍗🥓🥓🥓🥩🥩🥩🍖🍖🍖🍗🍗🍗🥓🥓🥓🥩🥩🥩🍖🍖🍖🍗🍗🍗🥓🥓🥓🥩🥩🥩🍖🍖🍖🍗🍗🍗🥓🥓🥓,0.0,0.0,0
  That's right cunts ken wins everytime Ima pull out my 30 hit combo on yo bitch animal loving asses and wombo combo you to the fucking Mc Donald's to finish the match with a Big Mac™.,0.5171428571428571,0.1171428571428571,1
  player 3 is yellow not blue lol,0.26666666666666666,0.26666666666666666,1
" _Sakurai  You know that's not how that works right? Like you know only characters that originate from a video game can be voted for, not the mascot of dog killers, which you are",0.6452380952380952,-0.038095238095238106,-1
  So you guys support animal fighting? Because this is a fighting game,0.4,-0.4,-1
    someone is modding your game,0.4,-0.4,-1
" _Sakurai  Had half a bird today, truly awesome",0.5833333333333334,0.4166666666666667,1
  L,0.0,0.0,0
  Posting happy meal to scare PETA https//t.co/wkBV2pwRai,1.0,0.8,1
  makin' me really hungry here https//t.co/8dYa9hofvq,0.2,0.2,1
  Nah but he really was a nugget all along https//t.co/oIYBnhodH6,0.2,0.2,1
" imma say

naw",0.0,0.0,0
  Someone tag nintendo lehal,0.0,0.0,0
 _Sakurai  this is some desperation,0.0,0.0,0
  Slaughter deez nuts,0.0,0.0,0
 _Sakurai  Sakurai literally stated all DLC characters were selected years ago. Your logic makes no sense.,0.0,0.0,0
  Can I get a quick ratio? 😏,0.5,0.3333333333333333,1
  i love eating chicken nuggets,0.7749999999999999,-0.04999999999999999,-1
 _Sakurai  Just annoy the man even more when he's constantly being annoyed by the thousands of people who spam him? Good job Peta. Outdone yourself.,0.5583333333333333,0.19999999999999998,1
  rate this horse peta https//t.co/F30ypKYnHo,0.0,0.0,0
  chimken https//t.co/tIGSFfJkQe,0.0,0.0,0
  meat 🤤🤤🤤🤤🤤🤤 https//t.co/nztSaDgJai,0.0,0.0,0
"  waste of a slot.
 shoulda added them instead https//t.co/aySXAf0tQs",0.0,-0.2,-1
  Haha yeah what a wholesome and pleasant company that loves animals https//t.co/cl8DUzbpZO,0.6333333333333333,0.4666666666666667,1
  And she’s in last place lololol,0.06666666666666667,0.0,0
  Not a nugget … yet,0.0,0.0,0
 YOOOOO I love smash and hitting chickens thank you peta for combining my two favorite things 🙏,0.8,0.5,1
" Your acting live we fucking chop my horse’s legs off or something, knew you had a  drug  accident",0.43333333333333335,-0.15454545454545454,-1
  https//t.co/FSyRZhmsex,0.0,0.0,0
 _Sakurai  Didn’t you say that Mario was evil for the tanooki suit or something damn you change your mind on a whim,1.0,-1.0,-1
 Animals like this are far too valuable to live like that! This is an out of context photo. It's a shame when the truth won't work so you lie and think it's okay... Any actual dairy people want to chime in!?,0.525,0.19261363636363638,1
 If we are not superior of a species why help the animals? They can do it themselves.,0.9,-0.35,-1
 _Sakurai  He would rather add crash bandicoot to smash brothers lol,0.7,0.8,1
 Says the hater of Nintendo. https//t.co/DIp9YFCUq0,0.0,0.0,0
 🍖🍖🍖🍖🍖🍖🍖🍖🍖🍖🍖🍖,0.0,0.0,0
"   Dunno, it seems pretty ""speciest"" to claim these turkeys can't speak for them selves",1.0,0.25,1
  I would rather they remove half the roster.,0.16666666666666666,-0.16666666666666666,-1
 _Sakurai  Hell no,0.0,0.0,0
  it got 4th place what a useless fucking nugget,0.5,-0.55,-1
  Peta coping with people not agreeing with them by hiding replies https//t.co/OUp9zfBkLn,0.0,0.0,0
  Will he drop a chicken nugget upon death,0.95,-0.6,-1
 https//t.co/M1xXMvOaUm,0.0,0.0,0
  Not a Nugget is just a photoshopped Little Mac,0.5,-0.1875,-1
  https//t.co/wAuVzud3d3,0.0,0.0,0
 lmao buddy https//t.co/BfEp5HAYdH,1.0,0.6,1
  https//t.co/nxcT3hflIj,0.0,0.0,0
 Because cats don't play with mice until they die. /s,0.0,0.0,0
  https//t.co/koJ4ZCilmg,0.0,0.0,0
"  You know, you catch more flies with honey. 

It's a terrible shame you have to go off and act the way you do.",0.75,-0.25,-1
"  Bro Steve awesome 
I especially love his taunt where he eats a steak, yum a steak 
Which can be obtained in minecraft by killing a cow and cooking it
Steve eats a steak hahahah https//t.co/d3z1cSMWYQ",0.7222222222222222,0.6222222222222222,1
 meat,0.0,0.0,0
"  He isnt a nugget, that bitch is a chicken tender",0.95,-0.6,-1
  Stop killing animals and breaking the law and maybe I would care,0.0,0.0,0
 raw meat https//t.co/kk3f43F2uo,0.46153846153846156,-0.23076923076923078,-1
  Lol y'all lame as hell https//t.co/Lycakygqn4,0.725,0.15000000000000002,1
"  “My uncle works at Nintendo” is how literally every Nintendo-related hoax starts. Plus, PETA is actually showing their true side here- they put the chick in to abuse it, just like they do in real life. PETA, the epitome of organizational hypocrisy.",0.35000000000000003,0.18333333333333335,1
   Pets stands for people eat tasty animals lol,0.7,0.8,1
 How To Terrify Peta 101 https//t.co/jvpA7SASTo,0.0,0.0,0
   Imagine how good all that beating makes them taste 😋😋,0.6000000000000001,0.7,1
"  Don’t care, nuggets are delicious.",1.0,1.0,1
  i fucking love eating animals,0.6,0.5,1
 _Sakurai  no,0.0,0.0,0
  I love how dead inside he is.,0.5,0.15,1
 https//t.co/cu5VCCxtb9,0.0,0.0,0
  your spoof games are so terrifyingly awful that as a child they actually made me and my classmates think vegetarians were the crazy ones,0.55,-0.42500000000000004,-1
 _Sakurai  I wanna eat chicken nuggets now. Thanks Peta 😀 https//t.co/aNhtc8MiNJ,0.575,-0.19999999999999998,-1
  classic mode leak every fight is against duck hunt dog,0.16666666666666666,0.16666666666666666,1
  oh,0.0,0.0,0
 _Sakurai  https//t.co/QooZUVWSKO,0.0,0.0,0
  So PETA wants an animal to get beaten? Y’all ain’t too bright are you,0.44999999999999996,0.45000000000000007,1
  Didn’t you get sued last time you used nugget in a Nintendo product,0.06666666666666667,0.0,0
" Wow, ok,  unfollowing now. did not realise that they murder pets",0.75,0.3,1
"  not a nugget

for now",0.0,0.0,0
   Mmmmm yummy,0.0,0.0,0
 https//t.co/jejOaBHZmW,0.0,0.0,0
"
I like meat",0.0,0.0,0
  K https//t.co/kVdGjeOn9y,0.0,0.0,0
  https//t.co/RnRFC59VMN,0.0,0.0,0
" _Sakurai  ""6 piece chicken nugget fukin' delicious""
            -Masahiro Sakurai",0.975,0.2,1
  https//t.co/RoEFvaTM9V,0.0,0.0,0
  😋😋😋😋 https//t.co/b6OJdEthJW,0.0,0.0,0
  surprised you guys are still around https//t.co/GZQqKAYFdR,0.9,0.1,1
  https//t.co/uVVMvaoHf8,0.0,0.0,0
  Me when I see chicken nugget https//t.co/2zFUKCAeSd,0.95,-0.6,-1
  im gonna eat a chicken nugget right in front of you,0.7428571428571429,-0.15714285714285714,-1
  https//t.co/jQ3FujcXrH,0.0,0.0,0
  DURRRRRRRRRRRRRRRRRRR,0.0,0.0,0
  The chicken when he meets Charizard or Roy https//t.co/Z3cp1uRSrf,0.95,-0.6,-1
" Mate that uh

That’s the exact opposite of what you’re advocating for-",0.125,0.125,1
"  Peta why do people hate us?
Also peta abducts and slaughters pets
Also peta constantly tries to force their way into conversations that aren't for them
Also peta classified as domestic terrorists
Also peta ( I bet it's because people really hate animals",0.5750000000000001,-0.42500000000000004,-1
 _Sakurai  im hoping the real sakurai will just reply and say no,0.30000000000000004,0.2,1
  What a fucking joke,0.8,-0.6,-1
  A delicious b day dinner 😌😌 https//t.co/lLShanCyx2,1.0,1.0,1
 why do y’all kill animals. that’s what I wanna know.,0.0,0.0,0
 https//t.co/mZe7gZNdhc,0.0,0.0,0
  You tried to cancel Pokemon...,0.0,0.0,0
  How I could really go for some chicken nuggets right now,0.5619047619047618,-0.03809523809523809,-1
"  Nah, I don't think they would want to include the mascot of someone who actively slanders their company...",0.6,-0.13333333333333333,-1
  Will you guys have ever be cool? Please I beg it anit that hard,0.5958333333333333,0.029166666666666646,1
 rate my drip https//t.co/bLLRl3oMZZ,0.0,0.0,0
"  ""report""
""Misleading""
There we go",0.0,0.0,0
 https//t.co/04OvZ1Spt0,0.0,0.0,0
 Deez nuts https//t.co/fZVkCNFDrI,0.0,0.0,0
 can you unblock me please im sorry for tweeting kfc at you,1.0,-0.5,-1
  I remember they tweet that milk also makes children's pp won't grow up https//t.co/HvPsVqLTib,0.0,0.0,0
   PETA IS USING MODS GET THEIR ASS 🗣,0.0,0.0,0
  So a PETA mascot can beat up animals?? Like duck hunt dog,0.0,0.0,0
 dont yall like literally kill dogs i dont get it,0.0,0.0,0
 What do you think? He’s a biggin for sure! https//t.co/8rmapNyWaX,0.8888888888888888,0.625,1
 I swear I didn’t mean to get them pregnant!,0.59375,0.052083333333333315,1
 _Sakurai  Waluigi has  more chance than your gaming mascot,0.5,0.5,1
  Yeah let's put your mascot in a game where you can set off a C4 attached to a dog. That will really spread the message.,0.30000000000000004,-0.1,-1
  this makes me wanna eat some chicken nuggets,0.95,-0.6,-1
 all food items in smash ultimate https//t.co/B3iUDFSFRe,1.0,0.0,0
 _Sakurai  Sshhhhhh,0.0,0.0,0
" _Sakurai  Aren't you guys known for maliciously attacking nintendo in the past with graphic depictions of their properties?

Either forgetful or stupid, it's not happening.",0.5125,-0.2875,-1
"  Ah yes, Thumbs-Up Ken, the one who tells a sign of your leak being real.

Now if you'll excuse me, I'm going to have some delicious chicken to celebrate Nugget's appearance in Smash!",0.575,0.09999999999999998,1
 go outside,0.05,0.0,0
 Help to Freeup Kiska!!,0.0,0.0,0
 go outside you animal killers,0.05,0.0,0
  peta is a joke,0.0,0.0,0
  https//t.co/J4Eyjkgef6,0.0,0.0,0
  Good thing Ken can use fire. I think it's time for a BBQ.,0.6000000000000001,0.7,1
  now even YOU can pretend you're PETA by killing animals in Super Smash Bros. like they do irl!!!!,0.6666666666666666,0.8138020833333331,1
" _Paris Those blood-stained purses will go AMAZING in my horror art idea collection!

Thx you shitasses!",0.9,0.9375000000000001,1
 https//t.co/3rdwKl3Vgc,0.0,0.0,0
  Let's go! Been waiting for this moment,0.0,0.0,0
" _Sakurai  Imagine watching the trailer and you see
""Super Smash Bros X PETA""",0.6666666666666666,0.3333333333333333,1
  https//t.co/4S2ZSWcw1A,0.0,0.0,0
 _Sakurai  Yeah uh no thanks,0.2,-0.1,-1
 _Sakurai  No,0.0,0.0,0
  Yeah but can he beat Goku,0.0,0.0,0
  I know where that character belongs https//t.co/LmPHny7s3B,0.0,0.0,0
"  Did you dead ass use the my uncle works at Nintendo meme, post an obviously fake leak, and be incredibly mind bendingly stupid all at the same time? Congrats PETA. I’m honestly kind of impressed. 🍔Here’s a burger for your troubles.",0.7607142857142858,0.14285714285714285,1
 i eat so many animals daily for fun and nobody stops me,0.2333333333333333,0.26666666666666666,1
 _Sakurai  This moveset 😍😍😍😍😍 https//t.co/y96KeNLPyz,0.0,0.0,0
  https//t.co/Q1p5fxlQvL,0.0,0.0,0
     GET THEM,0.0,0.0,0
 I beat a rat to death,0.0,0.0,0
 meat,0.0,0.0,0
  https//t.co/SiedDqPTeD,0.0,0.0,0
  Whoa you gottem,0.0,0.0,0
  i thought y’all were AGAINST animal abuse,0.0,0.0,0
  Are you sure they were viral? I've never seen that thing.,0.8888888888888888,0.5,1
"  Please don't conflate vegans with corporate vegan brands we are NOT the fucking same, we are not crazy I swear",0.3416666666666666,0.09999999999999999,1
  Some chicken would be great in this. Pls stop killing dogs in your shelters.,0.85,0.10000000000000003,1
  Yeah that chicken is so punchable,0.95,-0.6,-1
" Maybe my daughter was wrong to follow you. Why is it not OK to eat the animals that are already killed? You claim it's OK to take the vaccine, since the animal wouldn't be spared. Well that's the case for anything so you can disband your organization. You just sold out!",0.475,-0.08124999999999999,-1
" https//t.co/L0VEbXy0Rw
So what you're saying is, its OK for me to inject the animal but it's not ok to eat? Just so you get that vaccine message across right?",0.5119047619047619,0.17857142857142858,1
  https//t.co/tvQpEQGlrE,0.0,0.0,0
  You kill more pets than a farm does yearly,0.5,0.5,1
  If you dont stop with these stupid posts,1.0,-0.7999999999999999,-1
  Your mascot in 4th. bad moveset,0.6666666666666666,-0.6999999999999998,-1
  Too bad I can’t hear you over meat in my mouf babey https//t.co/MiFuCqwTSc,0.6666666666666666,-0.6999999999999998,-1
 posting a nugget to piss you off https//t.co/fFSsRb1Ji4,0.0,0.0,0
  https//t.co/bWmjjiyFZH,0.0,0.0,0
 I just ate a burger,0.0,0.0,0
  get rekt lmao,1.0,0.6,1
"  Damn that’s crazy, anyways I’m gonna go ear my Chik-Fil-A",0.9,-0.6,-1
  https//t.co/eMgvdqUfKV,0.0,0.0,0
  Why would you support a company who has a game series that is basically just cockfighting?,0.4,-0.4,-1
  had some chicken parmesan for dinner that shit was bussin,0.875,-0.4,-1
 _Sakurai  No https//t.co/GjNnHO9E1K,0.0,0.0,0
  https//t.co/TtE19u9fJg,0.0,0.0,0
"  hey , don't you kill animals?
https//t.co/x6123jp0tS https//t.co/NlH1sQhZs6",0.0,0.0,0
"  Wait why is everyone mad

Context?",1.0,-0.625,-1
 i love me some dino nuggies https//t.co/ggWFAywS4X,0.6,0.5,1
  That nugget looks yummy. I will eat him for sure. Thanks PETA! Also y'all are clearly hacking a Nintendo Switch. Y'all just gave yourself a 0% chance of actually being in Smash. 🤣😭,0.39305555555555555,0.2125,1
  PETA what the fuck,0.6,-0.4,-1
  i love eating meat,0.6,0.5,1
 It hurts beyond its looks,0.0,0.0,0
  https//t.co/efMy8GdvAH,0.0,0.0,0
  me https//t.co/j1qWLthQ3m,0.0,0.0,0
  Your mascot got 3 stocked without taking a single one,0.21428571428571427,-0.07142857142857142,-1
 _Sakurai  This is really sad honestly,0.95,0.04999999999999999,1
"  That's enough, Peta.",0.5,0.0,0
  🥩🍖🍗🥓🥩🍖🍗🥓🥩🍖🍗🥓🥩🍖🍗🥓🥩🍖🍗🥓🥩🍖🍗🥓🥩🍖🍗🥓,0.0,0.0,0
  Y'all are a joke,0.0,0.0,0
 hammed burg,0.0,0.0,0
  stop killing people's pets ,0.0,0.0,0
  “My UnCle WoRkS aT nInTeNdO”,0.0,0.0,0
" _Sakurai  do you honestly think that adding your character to a fighting game will stop animal abuse, slaughter, and overall meat eating, or at the very least help it?",0.455,-0.047500000000000014,-1
 lmao,1.0,0.6,1
  https//t.co/Em8mVTDok4,0.0,0.0,0
  https//t.co/cKf58HqDkt,0.0,0.0,0
 i eat bees,0.0,0.0,0
  P3 looks like a snack 😋,0.0,0.0,0
  PETA is up to it’s usual stupidity again I see https//t.co/RPUW0j3tX2,0.625,-0.425,-1
  You gonna get a cease and desist lmao,1.0,0.6,1
  I'm just here for the replies https//t.co/psai0f6x58,0.0,0.0,0
  you do realize that your shitty mascot did not even originate in a video game making it not eligible by the only rule that excludes fighters right,0.6452380952380952,-0.038095238095238106,-1
 https//t.co/4k4hwLdQL6,0.0,0.0,0
 https//t.co/ge6xwWK7Yh,0.0,0.0,0
 peta bro just eat some mcdonalds itll change your mind instantly,0.6666666666666666,0.0,0
 _Sakurai  Trash,0.0,0.0,0
  ratio,0.0,0.0,0
  https//t.co/Ay1UkBli5t,0.0,0.0,0
 I just finished a quoter pounder with cheese and it was f*****g delicious Peta McDonalds https//t.co/jG1CehRrxJ,1.0,1.0,1
 I thought smash ballots were sent to video game icons that actually mattered,0.25,-0.2,-1
 make me cheeseburger,0.0,0.0,0
  https//t.co/irEdEZLfLV,0.0,0.0,0
  https//t.co/1pwVI4HKli,0.0,0.0,0
  I love this icon. It's like the VIP comment section. https//t.co/U4CMstGyqf,0.6,0.5,1
 I was born twice,0.0,0.0,0
  you do realize Smash Bros is a fighting game right,0.46785714285714286,-0.05714285714285716,-1
  Feeling a little hungry rn. 😋 https//t.co/0sLZJKMspA,0.5,-0.1875,-1
 😋 I love meat 😝,0.6,0.5,1
  Can’t post my reaction images for some fuckin reason so I’ll just say chicken nuggies are hella good. That’s the tweet,0.775,0.04999999999999999,1
 21 kid approves of eating Meat https//t.co/9tShTU4YSn,0.0,0.0,0
  https//t.co/vLyjgtCV9v,0.0,0.0,0
  mmmmmm https//t.co/qSk2gZFu3e,0.0,0.0,0
  damn im kinda hungry ngl https//t.co/nlT8HDWhQT,0.0,0.0,0
  Why would you make your own character come in last place,0.5333333333333333,0.3,1
 what do you marinate your ribs in? Bbq or ketchup? 🤤,0.0,0.0,0
"  This post contains content from Nintendo, who has blocked it under copyright grounds.",0.0,0.0,0
" PETA, I’ve head of an European artist who was disliked in his time. He was influential and was a devoted vegetarian. He actively opposed animal cruelty/murder and informed others around him and the people who followed during to be vegetarian as well. I’m sure you’d love him )",0.5377777777777777,0.13333333333333333,1
  Why is Peta still a thing? Yikes.,0.0,0.0,0
 i eat meat,0.0,0.0,0
 Ayo peta became furries 😳,0.0,0.0,0
  meat ratio,0.0,0.0,0
  I’m the dislike button,0.0,0.0,0
" This awful tweet just uncovered a repressed memory of mine

I played this trash back in the day 😔 https//t.co/9ExVBmOZJw",0.5,-0.5,-1
 poopie time. https//t.co/IlddaJIr8s,0.0,0.0,0
 ratio block me,0.0,0.0,0
  https//t.co/OHhJ8Pn44H,0.0,0.0,0
" _Sakurai  He boutta go crazy like his friend here, gonna be sick https//t.co/MnE2JwV0Cb",0.8785714285714286,-0.6571428571428571,-1
 _Sakurai  https//t.co/0nzErjq70j,0.0,0.0,0
 _Sakurai  Peta do you now know how smash characters are picked? Usually they are picked 2 or 3 years before the game even fuckin releases,0.325,-0.325,-1
 riddle me this https//t.co/k8ivk4G50T,0.0,0.0,0
" I eat meat
You should try it sometime yknow
Quite yummy
Maybe some barbecue sauce too
Actually why don't you check out the Outback Steakhouse?
They're quite good as well.
Think you'll enjoy it!
Have a great day )",0.48750000000000004,0.5,1
  I love chickens Peta https//t.co/oSEbKDS6Gx,0.6,0.5,1
  Yummy https//t.co/nY5IMuLz3C,0.0,0.0,0
  https//t.co/EgDYMIULk4,0.0,0.0,0
  https//t.co/JSFQGnob0O,0.0,0.0,0
 _Sakurai  https//t.co/lMT1hMIqY3,0.0,0.0,0
  Mmmmm 😋 https//t.co/2UDQ69wGNg,0.0,0.0,0
  mmmmmmm chicken nuggie,0.95,-0.6,-1
  remember when you guys literally kidnapped people's animals and euthanized them? literal terrorist organization,0.0,0.0,0
 yo stop abusing animals,0.0,0.0,0
" 

Shut up",0.0,0.0,0
 _Sakurai  chicken nuggets got me like. https//t.co/OaERONbrLt,0.95,-0.6,-1
  Yo shut it up. Aren't you the guys that said milk caused autism. That some messed up shit since I'm freaking autistic.,0.5,-0.2,-1
  I am going to eat a t-bone tonight just to spite you,0.0,0.0,0
"  True. It's not a nugget but, they're breaded instead. https//t.co/f9fpRU7sWB",0.65,0.35,1
  You Guys Are Not Good,0.6000000000000001,-0.35,-1
 _Sakurai  ...wouldn’t this go against your values? Because (by your own logic) this would count as animal cruelty?,1.0,0.6,1
  no,0.0,0.0,0
  I hope Nintendo sues you for modding their game like they do to everyone else who does it.,0.4,-0.4,-1
 ratio,0.0,0.0,0
 _Sakurai  https//t.co/tTT0YnUHUb,0.0,0.0,0
 rare peta w?,0.9,0.3,1
"  Didn’t ask, go play my animal brutality simulator map on Fortnite 👍 https//t.co/9DYA1Vv5TR",0.0,0.0,0
 ratio,0.0,0.0,0
  https//t.co/edJeAIDWsn,0.0,0.0,0
"  If this is an attempt to ""Appeal to the youth"" it failed",0.3,-0.5,-1
" Hey peta, watch
_Latino Hey Peta, Mira 

PETA https//t.co/vyTTsEM6CG",0.0,0.0,0
 _Sakurai  The only way this would ever help animals is if it distracts you guys from the euthanasia fest that is any shelter you run,1.0,0.0,0
  I hope that they shut you down.,0.2888888888888889,-0.15555555555555559,-1
" 👇
ExposePigFactoryFarms
EndPigFactoryFarming https//t.co/9aVqn4zGEd",0.0,0.0,0
  https//t.co/biUDDQvCWQ,0.0,0.0,0
 _Sakurai  https//t.co/cz7ef8oRkV,0.0,0.0,0
  Mario says fuck you https//t.co/E8pRwENovY,0.6,-0.4,-1
 I hop wolf kill day ass fuck animals + ratio,0.6,-0.4,-1
 _Sakurai  https//t.co/ll4x7BQE3c,0.0,0.0,0
  Get gamer’d lol https//t.co/aJwxXTr0PU,0.7,0.8,1
  I could go for some nuggets right now. https//t.co/5jfVhhO4Hx,0.5357142857142857,0.2857142857142857,1
  Fitting that Ken is there so he can cook that chicken into a delicious meal,0.8166666666666668,0.3,1
" got mad and took this tweet down I just wanna offer y’all a snack
 (( https//t.co/tAtkIQmcEs",0.6444444444444445,-0.3902777777777778,-1
 https//t.co/Iq7I8b2KVR,0.0,0.0,0
  Now i get to beat up animals in smash too 😈😈😈,0.0,0.0,0
"  You're not a clown, you are the entire circus.",0.625,0.0,0
  Meat is tasty,0.0,0.0,0
 Yes we need to start acting like it! By eating other species as most of the animal kingdom does! Who's with me!,0.2916666666666667,0.21875,1
 Give me one good reason why,0.6000000000000001,0.7,1
 Ratio,0.0,0.0,0
 ratio then,0.0,0.0,0
  I don't think you realize that the fighters passes were decided on before the game itself even came out or probably before it was announced it was being made,0.4,-0.4,-1
  https//t.co/FAvMsU0jAs,0.0,0.0,0
 https//t.co/3vwCYoQD0c,0.0,0.0,0
 _Sakurai  I'll consider if you can give me a good neutral special,0.5857142857142857,0.5285714285714286,1
 I eat meat on a daily basis https//t.co/F37py5PG4B,0.0,0.0,0
 _Sakurai  https//t.co/zqDSuBukTE,0.0,0.0,0
  Didn't you make anti-Nintendo games about Mario's Tanooki suit and Pokemon?,0.0,0.0,0
" PETA's social media person knows a bit about Smash Bros leak history. Seeing how Steve is there, I also wonder if they still have that Minecraft server",0.06666666666666667,0.03333333333333333,1
  Potoshob!!!!! 😡😡😡,0.0,0.0,0
 https//t.co/DsrMTOBR1F,0.0,0.0,0
  Your not funny,1.0,-0.125,-1
 _Sakurai  lmao https//t.co/hLU15l3b0E,1.0,0.6,1
  I hope to god you get sued by nintendo,0.0,0.0,0
  Ratio,0.0,0.0,0
  Everyone this to help spread the message! 👍StopEatingAnimals,0.0,0.0,0
 I love you keep up the great work,0.675,0.65,1
  Stop killing dogs,0.0,0.0,0
  https//t.co/jfdLpgZJWC,0.0,0.0,0
  as if hiding shit is not just a way to pin comments petaistransphobic LLL https//t.co/jHILK4BPo0,0.8,-0.2,-1
 has made a net negative impact on animal wellbeing,0.2,-0.15,-1
  Leaked victory pose! 😮 https//t.co/0T6K4mxDiN,0.0,0.0,0
 YALL CANT GET RID OF ME 🖕🖕🖕🖕🖕🖕🖕🖕🖕 https//t.co/MkSfdH9WHF,0.0,0.0,0
 Can't wait to eat it https//t.co/rX9OvLwZER,0.0,0.0,0
  E o fodase?,0.0,0.0,0
  Chigken burnger,0.0,0.0,0
  https//t.co/pspPXw6nTb well this certainly wasn't misleading,0.5714285714285714,0.21428571428571427,1
" if you block me for this video, it only makes it true https//t.co/CwP0SeFWBB",0.825,0.175,1
  The treatment the animals get though. Heartbreaking. Cruel.,1.0,-1.0,-1
"  if you block me, its true https//t.co/UM1YelP0Ai",0.65,0.35,1
  https//t.co/dLGLs9LiGp,0.0,0.0,0
 kills animals,0.0,0.0,0
  You're killing plants,0.0,0.0,0
  considering how steve pulls out steak in this game i expected you to have already tried to cancel it,0.4,-0.25,-1
"  ""my uncle works at nintendo"" boy your life is about to get horrid",0.0,0.0,0
  Lmao he’s in last place,0.5333333333333333,0.3,1
  Is there meat in this product?,0.0,0.0,0
  wow not a nugget sucks he got last place,0.45555555555555555,-0.06666666666666667,-1
  Dang I'm hungryyyy https//t.co/ZSmpUN3zGN,0.0,0.0,0
  Mm me craving chicken nugget now,0.95,-0.6,-1
"  Sorry, what was that? I was too busy reading about the link between milk and autism. / https//t.co/iAf0axI2Rb",0.65,-0.2,-1
  remember when PETA took a 9 year old girl's Chihuahua off of their porch and killed it? crazy right,0.4089285714285714,-0.10357142857142856,-1
 ASs! https//t.co/9bY57w0GT3,0.0,0.0,0
  peta more like feet a,0.5,0.5,1
  Ñ,0.0,0.0,0
  https//t.co/p1n4IdNj1s,0.0,0.0,0
  Damn your character must be shit if it came at last place https//t.co/W0KwE1enbE,0.43333333333333335,-0.1,-1
 calling for a boycott of a zoo is calling for the starvation and death of every other animal in that zoo. just remember that.,0.375,-0.125,-1
" Anyways, https//t.co/Ok043L1WI5",0.0,0.0,0
 I have Big penis,0.1,0.0,0
  I got Big penis,0.1,0.0,0
